"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","EST","Estonia","2014","2014",53.3,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","CZE","Czechia","2014","2014",35,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","CZE","Czechia","2017","2017",35.2,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","SVK","Slovakia","2014","2014",24.6,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","SVK","Slovakia","2015","2015",31.1,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","SVK","Slovakia","2016","2016",31.9,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","SVK","Slovakia","2017","2017",37.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","IRL","Ireland","2014","2014",36.6,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","BRA","Brazil","2014","2014",15.6,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","BRA","Brazil","2015","2015",12.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","BRA","Brazil","2016","2016",11.3,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","BRA","Brazil","2017","2017",9.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","SWE","Sweden","2014","2014",63.7,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","SWE","Sweden","2017","2017",73.8,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MLT","Malta","2014","2014",30.4,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MLT","Malta","2015","2015",34.2,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MLT","Malta","2016","2016",29.8,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MLT","Malta","2017","2017",34.1,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","LTU","Lithuania","2014","2014",41.9,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","LTU","Lithuania","2015","2015",42.3,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","LTU","Lithuania","2016","2016",42.9,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MNE","Montenegro","2015","2015",66.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MNE","Montenegro","2016","2016",68.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MNE","Montenegro","2017","2017",69.9,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","NOR","Norway","2014","2014",67.7,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","DEU","Germany","2014","2014",49,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LVA","Latvia","2014","2014",65.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LVA","Latvia","2015","2015",72.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LVA","Latvia","2016","2016",64.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LVA","Latvia","2017","2017",65.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LTU","Lithuania","2014","2014",66.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LTU","Lithuania","2015","2015",56.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LTU","Lithuania","2016","2016",56.2,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","LTU","Lithuania","2017","2017",58,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MKD","North Macedonia","2014","2014",16,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MKD","North Macedonia","2015","2015",22.7,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","MKD","North Macedonia","2016","2016",21.1,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","ISL","Iceland","2014","2014",66.2,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","SVN","Slovenia","2014","2014",58.6,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","SVN","Slovenia","2015","2015",52.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","SVN","Slovenia","2016","2016",52.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","SVN","Slovenia","2017","2017",57.3,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","KAZ","Kazakhstan","2015","2015",23.2,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","KAZ","Kazakhstan","2016","2016",26,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","KAZ","Kazakhstan","2017","2017",25,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","LUX","Luxembourg","2014","2014",64,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","LUX","Luxembourg","2016","2016",72.9,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","DNK","Denmark","2014","2014",77.1,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","DNK","Denmark","2015","2015",77,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","DNK","Denmark","2016","2016",76.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","DNK","Denmark","2017","2017",69.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MKD","North Macedonia","2014","2014",49.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MKD","North Macedonia","2015","2015",52.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","MKD","North Macedonia","2016","2016",40.3,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","NLD","Netherlands","2014","2014",48.6,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","NLD","Netherlands","2015","2015",41.4,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","NLD","Netherlands","2016","2016",42.5,,
"YADULT_PORCENTICTSKILL_CREAT","Proportion of youth and adults who have created electronic presentations with presentation software (%)","NLD","Netherlands","2017","2017",43.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","GRC","Greece","2014","2014",42.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","FIN","Finland","2014","2014",74.3,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","FIN","Finland","2015","2015",61.9,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","FIN","Finland","2016","2016",60.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","FIN","Finland","2017","2017",61.3,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","TUR","Turkey","2014","2014",25,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","TUR","Turkey","2017","2017",35.5,,
"YADULT_PORCENTICTSKILL_CONNEC","Proportion of youth and adults who have connected and installed new devices (%)","PRT","Portugal","2014","2014",47.1,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","AUT","Austria","2014","2014",73.2,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","AUT","Austria","2015","2015",67.1,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","AUT","Austria","2016","2016",65.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","AUT","Austria","2017","2017",68.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CYP","Cyprus","2014","2014",62.6,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CYP","Cyprus","2015","2015",51,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CYP","Cyprus","2016","2016",49.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CYP","Cyprus","2017","2017",49.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CZE","Czechia","2014","2014",62.5,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CZE","Czechia","2015","2015",54.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CZE","Czechia","2016","2016",52.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","CZE","Czechia","2017","2017",58.9,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","HUN","Hungary","2014","2014",65.2,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","HUN","Hungary","2015","2015",55.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","HUN","Hungary","2016","2016",55.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","HUN","Hungary","2017","2017",53.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","POL","Poland","2014","2014",54.9,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","POL","Poland","2015","2015",46.4,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","POL","Poland","2016","2016",50.7,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","POL","Poland","2017","2017",51.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",72.8,,
"YADULT_PORCENTICTSKILL_COPI","Proportion of youth and adults who have copied or moved a file or folder (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",61.4,,
